french,wolof
"vous puissiez comprendre avec tous les saints quelle est la largeur, la longueur, la profondeur et la hauteur,","ba jagoo, yéen ak gaayi Yàlla yu sell yépp, guddaay ba, yaatuwaay ba, kawe ga ak xóotaay ba,"
"et connaître l`amour de Christ, qui surpasse toute connaissance, en sorte que vous soyez remplis jusqu`à toute la plénitude de Dieu.","te xam mbëggeelu Kirist, gi raw mépp xel. Noonu dingeen fees dell ak matug Yàlla."
"Or, à celui qui peut faire, par la puissance qui agit en nous, infiniment au delà de tout ce que nous demandons ou pensons,","Léegi nag, na ndam li féete ak Yàlla, mi man a yeggale lépp luy ñaan mbaa yéene, ba weesu ko fuuf, dëppook kàttan giy jëf ci nun;"
"à lui soit la gloire dans l`Église et en Jésus Christ, dans toutes les générations, aux siècles des siècles! Amen!","moo yelloo ndamul mbooloom ñi gëm jamonoy jamono ba fàww, jaar ci Kirist Yeesu. Amiin."
"Je vous exhorte donc, moi, le prisonnier dans le Seigneur, à marcher d`une manière digne de la vocation qui vous a été adressée,","Man mi ñu tëj kaso ngir Boroom bi nag, maa ngi leen di dénk, ngeen dund dundin wu yellook wooteb Yàlla."
"en toute humilité et douceur, avec patience, vous supportant les uns les autres avec charité,","Ngeen woyof toyy te lewet, di muñalante tey baalante ci mbëggeel,"
vous efforçant de conserver l`unité de l`esprit par le lien de la paix.,"te dem ba fu seen kàttan yem, ngeen likkoo ci jàmm, bay sàmm booloo gi leen Xelum Yàlla may."
"Il y a un seul corps et un seul Esprit, comme aussi vous avez été appelés à une seule espérance par votre vocation;","Jenn jëmm moo am, menn Xel, ak jenn yaakaaru ëllëg ju wooteb Yàlla ëmb."
"il y a un seul Seigneur, une seule foi, un seul baptême,","Benn Boroom it a am, genn ngëm, ak benn seedeb ngëm ci li ñu leen sóob ci ndox."
"un seul Dieu et Père de tous, qui est au-dessus de tous, et parmi tous, et en tous.","Te jenn Yàllaa am, di Baayu ñépp, mu tiim ñépp, fees ñépp, te dëkk ci ñépp."
Mais à chacun de nous la grâce a été donnée selon la mesure du don de Christ.,"Waaye ku nekk ci nun ak mayam, ni nu ko Kirist séddalee."
"C`est pourquoi il est dit: Étant monté en haut, il a emmené des captifs, Et il a fait des dons aux hommes.","Looloo tax Mbind mi ne:«Yéeg na ba ca fa gën a kawe,yóbbaale mbooloom noon mu bare, mi mu noot,tey séddale nit ñi ay may.»"
"Or, que signifie: Il est monté, sinon qu`il est aussi descendu dans les régions inférieures de la terre?","Su nu waxee ne «yéeg na,» li moo ci génn: daa jëkk a wàcc ba ca bérab ya gën a suufe."
"Celui qui est descendu, c`est le même qui est monté au-dessus de tous les cieux, afin de remplir toutes choses.","Ki wàccoon moo yéegaat, ba tiim asamaan yépp, ngir fees lépp."
"Et il a donné les uns comme apôtres, les autres comme prophètes, les autres comme évangélistes, les autres comme pasteurs et docteurs,","Moo may ñii di ay ndawam, ñii ay yonent, ñii ay taskati xebaar bu baax bi, ak ñeneen ñuy sàmm mbooloom ñi gëm te di ko jàngal."
"pour le perfectionnement des saints en vue de l`oeuvre du ministère et de l`édification du corps de Christ,","Maye na leen, ngir ñu waajal gaayi Yàlla yu sell yi, ñu man a bey seen sas ci taxawal mbooloom Kirist, di jëmmam."
"jusqu`à ce que nous soyons tous parvenus à l`unité de la foi et de la connaissance du Fils de Dieu, à l`état d`homme fait, à la mesure de la stature parfaite de Christ,","Noonu nu mànkoo ci sunu ngëm ak ci xam Doomu Yàlla ji, ba kera nuy egg ci nekk nit ku sotti, te taxaw taxawaay bu dëppook matug Kirist."
"afin que nous ne soyons plus des enfants, flottants et emportés à tout vent de doctrine, par la tromperie des hommes, par leur ruse dans les moyens de séduction,","Noonu dootunu ay gune yu njàngalem nit ku ñëw di fàbbi ci seeni làqarci ak seeni pexe, nu mel ni ay gaal yu duus yi ak ngelaw li di baaje."
"mais que, professant la vérité dans la charité, nous croissions à tous égards en celui qui est le chef, Christ.","Waaye dinanu wax dëgg, ëmb ko ci mbëggeel, bay màgg ci fànn gu ne ci sunu bokk ci Kirist. Mooy bopp,"
"C`est de lui, et grâce à tous les liens de son assistance, que tout le corps, bien coordonné et formant un solide assemblage, tire son accroissement selon la force qui convient à chacune de ses parties, et s`édifie lui-même dans la charité.","te jëmm jépp ci moom lay dunde, di jëmm ju ràbboo te déggoo ci bépp tenqoo, te cér bu nekk di def warugaram. Noonu jëmm ji di yokku ak a màgg ci biir mbëggeel."
"Voici donc ce que je dis et ce que je déclare dans le Seigneur, c`est que vous ne devez plus marcher comme les païens, qui marchent selon la vanité de leurs pensées.","Maa ngi leen di wax lii nag, te di ko dëggal ci kanamu Boroom bi: buleen dundeeti ni xeeti àddina yi, ci seeni xalaati neen"
"Ils ont l`intelligence obscurcie, ils sont étrangers à la vie de Dieu, à cause de l`ignorance qui est en eux, à cause de l`endurcissement de leur coeur.","ak seen xel mu lëndëm. Dañoo génn ci dundu Yàlla, ndax umple gi ñu am ci moom, ak li ñu ko tëjal seen xol."
"Ayant perdu tout sentiment, ils se sont livrés à la dissolution, pour commettre toute espèce d`impureté jointe à la cupidité.","Seen xol dafa dërkiis, ba ñu bayliku ciy topp seen nafsu, di sóobu ci bépp sobe te xér ci."
"Mais vous, ce n`est pas ainsi que vous avez appris Christ,",Waaye du dundin woowu ngeen jàng ci Kirist.
"si du moins vous l`avez entendu, et si, conformément à la vérité qui est en Jésus, c`est en lui que vous avez été instruits à vous dépouiller,","Ndax yaakaar naa ne, dégg ngeen Kirist te jàng ngeen ci moom, ba xam dëgg gi Yeesu ëmb."
"eu égard à votre vie passée, du vieil homme qui se corrompt par les convoitises trompeuses,","Maanaam ngeen yulli seen jikko ju bon, ji ngeen judduwaale te daan fés ci seeni jëf, te muy gën a yées, moom ak i bëgg-bëggam yuy naxe kese."
"à être renouvelés dans l`esprit de votre intelligence,","Te ngeen yeeslu ci seen biir xel,"
"et à revêtir l`homme nouveau, créé selon Dieu dans une justice et une sainteté que produit la vérité.","te soloo jikko ju bees, ji Yàlla sàkk ci njub ak sell yu dëggu."
"C`est pourquoi, renoncez au mensonge, et que chacun de vous parle selon la vérité à son prochain; car nous sommes membres les uns des autres.","Kon nag bàyyileen di fen, tey wax dëgg kenn ku nekk ci moroomam, ndax ku nekk sa genn-wàllu moroom nga."
"Si vous vous mettez en colère, ne péchez point; que le soleil ne se couche pas sur votre colère,","Ku mer, bu mu jàll aw kaañ; bu jant bi sowaale seen mer,"
et ne donnez pas accès au diable.,ba ngeen may Seytaane bunt.
"Que celui qui dérobait ne dérobe plus; mais plutôt qu`il travaille, en faisant de ses mains ce qui est bien, pour avoir de quoi donner à celui qui est dans le besoin.","Ku daan sàcc, na ko dëddu te jublu ci liggéey lu baax ci ay loxoom, ngir mu man a dimbali ñi néew doole."
"Qu`il ne sorte de votre bouche aucune parole mauvaise, mais, s`il y a lieu, quelque bonne parole, qui serve à l`édification et communique une grâce à ceux qui l`entendent.","Bu genn kàddu gu ñaaw génn ci seen gémmiñ, waaye su wax yegsee, nangeen wax lu rafet, ba faj soxlay seeni moroom, te teg ñi leen di déglu ci yoonu yiw."
"N`attristez pas le Saint Esprit de Dieu, par lequel vous avez été scellés pour le jour de la rédemption.","Buleen yóbbe tiis Xelu Yàlla mu Sell, mi leen tàmpe ngir bésu goreel ba."
"Que toute amertume, toute animosité, toute colère, toute clameur, toute calomnie, et toute espèce de méchanceté, disparaissent du milieu de vous.","Dëdduleen lépp luy wex mbaa tàng bopp, luy mer mbaa coow, lépp luy xaste mbaa coxor."
"Soyez bons les uns envers les autres, compatissants, vous pardonnant réciproquement, comme Dieu vous a pardonné en Christ.","Te ngeen baax ci seen diggante, di laayante biir tey baalante, ni leen Yàlla baale ci turu Kirist."
"Devenez donc les imitateurs de Dieu, comme des enfants bien-aimés;","Yéen nag ñiy guney Yàlla, yi mu bëgg ci xolam, royleen ko ci loolu."
"et marchez dans la charité, à l`exemple de Christ, qui nous a aimés, et qui s`est livré lui-même à Dieu pour nous comme une offrande et un sacrifice de bonne odeur.","Ngeen wéer seen dund ci mbëggeel, mel ni Kirist mi nu bëgg, ba joxe bakkanam ngir nun, di sarax su ñu jébbal Yàlla te neex ko ni xetu latkoloñ."
"Que l`impudicité, qu`aucune espèce d`impureté, et que la cupidité, ne soient pas même nommées parmi vous, ainsi qu`il convient à des saints.","Waaye naka njaaloo ak bépp sobe mbaa bëgge, jéllale naa jëf ji sax, waaye bu ko làmmiñ tudd, ni mu jekke ci gaayi Yàlla yu sell yi."
"Qu`on n`entende ni paroles déshonnêtes, ni propos insensés, ni plaisanteries, choses qui sont contraires à la bienséance; qu`on entende plutôt des actions de grâces.","Dawleen it yu jekkadee, ni wax ju ñaaw mbaa waxi caaxaan ak kaf yu bon, te ngeen sax ci sant Yàlla."
"Car, sachez-le bien, aucun impudique, ou impur, ou cupide, c`est-à-dire, idolâtre, n`a d`héritage dans le royaume de Christ et de Dieu.","Na leen wóor ne, kenn ku jikkowoo ndoxaan, sobe mbaa bëgge, maanaam bokkaale Yàlla, kooku du am cér ci nguuru Kirist ak Yàlla."
Que personne ne vous séduise par de vains discours; car c`est à cause de ces choses que la colère de Dieu vient sur les fils de la rébellion.,"Bu leen kenn nax ci ay waxi neen, ndaxte jëf yooyooy tax meru Yàlla di wàcc ci kureelu ñi ko déggadil."
N`ayez donc aucune part avec eux.,Kon nag buleen séq ak ñoom dara.
"Autrefois vous étiez ténèbres, et maintenant vous êtes lumière dans le Seigneur. Marchez comme des enfants de lumière!","Lëndëm ngeen woon, waaye léegi leer ngeen ndax seen bokk ci Boroom bi. Dundeleen nag ni ay guney leer."
"Car le fruit de la lumière consiste en toute sorte de bonté, de justice et de vérité.","Leer, mbaax lay meññ, njub ak dëgg."
Examinez ce qui est agréable au Seigneur;,"Dëggal-leen ci seeni jëf li neex Boroom bi,"
"et ne prenez point part aux oeuvres infructueuses des ténèbres, mais plutôt condamnez-les.","te daw lépp luy jëfi lëndëm yu amul njariñ, bay weer sax ku koy def."
Car il est honteux de dire ce qu`ils font en secret;,"Ndaxte waxtaane sax li ñuy def ci nëbbu, lu ruslu la;"
"mais tout ce qui est condamné est manifesté par la lumière, car tout ce qui est manifesté est lumière.","waaye leer, lu mu ëmb, fésal ko."
"C`est pour cela qu`il est dit: Réveille-toi, toi qui dors, Relève-toi d`entre les morts, Et Christ t`éclairera.","Ndaxte lu jaxasoo ak leer di leer. Looloo tax ñu ne:«Yeewul, yaw mi nelaw,te jóge ci biir néew yi,kon Kirist dina ne ràññ ci yaw,ni leeru jant buy fenk.»"
"Prenez donc garde de vous conduire avec circonspection, non comme des insensés, mais comme des sages;","Noonu sàmmleen seen dundin, waxuma ni ñu amul xel, waaye ni ñu am xel,"
"rachetez le temps, car les jours sont mauvais.","tey jariñoo jot gi, ndaxte nu ngi ci jamono ju bon."
"C`est pourquoi ne soyez pas inconsidérés, mais comprenez quelle est la volonté du Seigneur.","Buleen ñàkk bopp nag, waaye xamleen liy coobareg Boroom bi."
"Ne vous enivrez pas de vin: c`est de la débauche. Soyez, au contraire, remplis de l`Esprit;","Buleen màndi it ci sangara, liy ndeyi ñaawteef, waaye feesleen ak Xel mu Sell mi;"
"entretenez-vous par des psaumes, par des hymnes, et par des cantiques spirituels, chantant et célébrant de tout votre coeur les louanges du Seigneur;","di waxante ci seen biir ci ay taalifi Sabóor, ci ay woy ak ay cant yu tukkee ci Xelum Yàlla, di woy ak a kañ Boroom bi ci seeni xol."
"rendez continuellement grâces pour toutes choses à Dieu le Père, au nom de notre Seigneur Jésus Christ,","Gërëmleen Yàlla Baay bi ci turu Yeesu Kirist Boroom bi, fu ngeen man a tollu, ci lu mu man a doon;"
vous soumettant les uns aux autres dans la crainte de Christ.,teg ca nangul sa moroom ci biir wegeelu Kirist.
"Femmes, soyez soumises à vos maris, comme au Seigneur;","Naka yéen jigéen ñi, nangeen nangul seeni jëkkër, ni su doon Boroom bi."
"car le mari est le chef de la femme, comme Christ est le chef de l`Église, qui est son corps, et dont il est le Sauveur.","Ndaxte góor mooy kilifag jabaram, ni Kirist nekke kilifag mbooloom ñi gëm, muy jëmmam ji muy sàmm."
"Or, de même que l`Église est soumise à Christ, les femmes aussi doivent l`être à leurs maris en toutes choses.","Ni mbooloo mi nag jiitale Kirist, noonu la jigéen ji war a jiitale jëkkëram ci lépp."
"Maris, aimez vos femmes, comme Christ a aimé l`Église, et s`est livré lui-même pour elle,","Yéen nag góor ñi, na ku nekk bëgg jabaram, ni Kirist bëgge mbooloo mi, ba joxe bakkanam ndax moom,"
"afin de la sanctifier par la parole, après l`avoir purifiée par le baptême d`eau,","ngir sellal ko ak kàddoom, ba mu laab ni ku sangu set."
"afin de faire paraître devant lui cette Église glorieuse, sans tache, ni ride, ni rien de semblable, mais sainte et irrépréhensible.","Noonu dina ko jël, mu mel ni séet bu ñu waajal, di mbooloom mu soloo ndam, te gàkkul, rasul, taqul leneen, waaye mu sell te amul sikk."
C`est ainsi que les maris doivent aimer leurs femmes comme leurs propres corps. Celui qui aime sa femme s`aime lui-même.,"Na góor bëgg jabaram, ni mu bëgge boppam. Bëgg sa jabar, bëgg sa bopp la."
"Car jamais personne n`a haï sa propre chair; mais il la nourrit et en prend soin, comme Christ le fait pour l`Église,","Ndaxte kenn musul a bañ sa yaram. Waaye danga koy dundal, di ko fonk. Noonu it la Kirist fonke mbooloo mi;"
parce que nous sommes membres de son corps.,ndaxte noo di céri jëmmam.
"C`est pourquoi l`homme quittera son père et sa mère, et s`attachera à sa femme, et les deux deviendront une seule chair.","Mbind mi nee na: «Moo tax góor dina beru ndeyam ak baayam, di taq ci jabaram, ñoom ñaar doon benn.»"
Ce mystère est grand; je dis cela par rapport à Christ et à l`Église.,Loolu ëmb na mbóot mu xóot; man maa ngi wax ci lu jëm ci Kirist ak mbooloo mi.
"Du reste, que chacun de vous aime sa femme comme lui-même, et que la femme respecte son mari.","Waaye li teew, na góor gu nekk bëgg jabaram, ni mu bëgge boppam, te jigéen ji weg jëkkëram."
"Enfants, obéissez à vos parents, selon le Seigneur, car cela est juste.","Naka yéen xale yi, nangeen déggal seeni waajur, ci li ngeen bokk ci Boroom bi, ndaxte looloo rafet."
"Honore ton père et ta mère (c`est le premier commandement avec une promesse),","«Teralal sa ndey ak sa baay,» mooy ndigal li jëkk a ëmb dige,"
afin que tu sois heureux et que tu vives longtemps sur la terre.,maanaa: «ngir nga am gudd fan gu ànd ak jàmm.»
"Et vous, pères, n`irritez pas vos enfants, mais élevez-les en les corrigeant et en les instruisant selon le Seigneur.","Yéen baay yi it, buleen bundaxataal xale yi, waaye ngeen yar leen, di leen yemale ak a yee ci Boroom bi."
"Serviteurs, obéissez à vos maîtres selon la chair, avec crainte et tremblement, dans la simplicité de votre coeur, comme à Christ,","Yéen jaam yi, nangeen déggal seeni sang yu àddina, boole ci ragal ak wegeel, di ko def ak xol bu laab, ni su doon ngir Kirist."
"non pas seulement sous leurs yeux, comme pour plaire aux hommes, mais comme des serviteurs de Christ, qui font de bon coeur la volonté de Dieu.","Buleen ko def rekk ci ngistal, ngir sàkku ngërëmu nit, waaye ni ay jaami Kirist, di jëfe coobareg Yàlla ak seen xol bépp."
"Servez-les avec empressement, comme servant le Seigneur et non des hommes,","Beyleen seen sas nag ak xol bu tàlli, ni su doon ngir Boroom bi te du nit,"
"sachant que chacun, soit esclave, soit libre, recevra du Seigneur selon ce qu`il aura fait de bien.","xam ne ku def lu baax, Boroom bi delloo la ko, muy jaam, muy gor."
"Et vous, maîtres, agissez de même à leur égard, et abstenez-vous de menaces, sachant que leur maître et le vôtre est dans les cieux, et que devant lui il n`y a point d`acception de personnes.","Yéen it sang yi, jëfeleen noonu seen diggante ak seeni jaam, te dëddu gépp raglu, xam ne yéena bokk benn Boroom ci asamaan, te ñépp a yem fi moom."
"Au reste, fortifiez-vous dans le Seigneur, et par sa force toute-puissante.","Léegi nag doolewuleen ci Boroom bi, te soloo kàttanam gu mag gi."
"Revêtez-vous de toutes les armes de Dieu, afin de pouvoir tenir ferme contre les ruses du diable.","Gànnaayooleen yérey xarey Yàlla yépp, ngir man a jànkoonte ak pexey Seytaane."
"Car nous n`avons pas à lutter contre la chair et le sang, mais contre les dominations, contre les autorités, contre les princes de ce monde de ténèbres, contre les esprits méchants dans les lieux célestes.","Ndaxte ndëndu xare jib na, waxuma sunu diggante ak nit ñi, waaye ak kilifa yiy nëxal àddina si, ñuy kilifa yi ak ay boroom sañ-sañ, di gaayi Seytaane yi ci bérab yu kawe yi."
"C`est pourquoi, prenez toutes les armes de Dieu, afin de pouvoir résister dans le mauvais jour, et tenir ferme après avoir tout surmonté.","Kon nag gànnaayooleen yérey xarey Yàlla yépp, ba man a jànkoonte jamono ju xeex bi taree, noot lépp te taxaw temm."
Tenez donc ferme: ayez à vos reins la vérité pour ceinture; revêtez la cuirasse de la justice;,"Taxawleen kon temm, geñoo dëgg te sàngoo njub, muy seen kiiraayu dënn."
mettez pour chaussure à vos pieds le zèle que donne l`Évangile de paix;,"Solooleen jàmm, ji xebaar bu baax biy joxe, ni ay dàll ci seeni tànk, ba jekk ci lépp."
"prenez par-dessus tout cela le bouclier de la foi, avec lequel vous pourrez éteindre tous les traits enflammés du malin;","Defleen it ngëm, muy seen pakk, ba man a fél jum yi leen Seytaane di fitt."
"prenez aussi le casque du salut, et l`épée de l`Esprit, qui est la parole de Dieu.","Defleen mucc, muy seen mbaxanam xare, ak kàddug Yàlla, muy jaasi ji leen Xel mu Sell mi tëggal."
"Faites en tout temps par l`Esprit toutes sortes de prières et de supplications. Veillez à cela avec une entière persévérance, et priez pour tous les saints.","Deeleen ñaan ci xeeti ñaan yépp ci kàttanu Xel mu Sell mi, te sax ci ak farlu gu mat sëkk, di ñaanal gaayi Yàlla yu sell yi yépp."
"Priez pour moi, afin qu`il me soit donné, quand j`ouvre la bouche, de faire connaître hardiment et librement le mystère de l`Évangile,","Te buleen ma ci fàtte, ngir waxtu wu ma ubbee sama gémmiñ, ma am lu ma wax, ba man a xamle ak fit wu dëgër mbóoti xebaar bu baax bi."
"pour lequel je suis ambassadeur dans les chaînes, et que j`en parle avec assurance comme je dois en parler.","Ndaw laa ci, lu ñu jéng; na ma Yàlla may fit wu ma waxe, ni mu ma ware."
"Afin que vous aussi, vous sachiez ce qui me concerne, ce que je fais, Tychique, le bien-aimé frère et fidèle ministre dans le Seigneur, vous informera de tout.","Yónnee naa leen Tisig sama mbokk, mi ma sopp, te muy jawriñ ju takku ci liggéeyu Boroom bi, ngir mu xamal leen lépp li aju ci man ak li may def."
"Je l`envoie exprès vers vous, pour que vous connaissiez notre situation, et pour qu`il console vos coeurs.","Maa leen ko yónneel sama bopp, ngir ngeen xam li nu nekke, te mu dëfël seeni xol."
Que la paix et la charité avec la foi soient donnés aux frères de la part de Dieu le Père et du Seigneur Jésus Christ!,"Yéen bokk yi, na leen Yàlla Baay bi ak Yeesu Kirist Boroom bi may jàmm ak mbëggeel gu ànd ak ngëm."
Que la grâce soit avec tous ceux qui aiment notre Seigneur Jésus Christ d`un amour inaltérable!,"Na yiwu Yàlla ànd ak ñépp, ñi bëgg Boroom bi Yeesu Kirist ak mbëggeel gu sax."
"Paul et Timothée, serviteurs de Jésus Christ, à tous les saints en Jésus Christ qui sont à Philippes, aux évêques et aux diacres:","Nun Pool ak Timote, jaami Kirist Yeesu, noo leen di bind, yéen gaayi Yàlla yu sell yépp ci dëkku Filib, yi bokk ci Kirist Yeesu, yéen ak seeni njiit ak ñiy topptoo yëfi mbooloo mi."
"Je rends grâces à mon Dieu de tout le souvenir que je garde de vous,","Yoon wu ma leen di xalaat, maa ngi sant Yàlla sama Boroom;"
"ne cessant, dans toutes mes prières pour vous tous,","te saa su ma leen di ñaanal yéen yépp, duma noppee bég,"
"de manifester ma joie au sujet de la part que vous prenez à l`Évangile, depuis le premier jour jusqu`à maintenant.","ndax seen ànd ak man ci tas xebaar bu baax bi, ca ndoorte la ba tey."
Je suis persuadé que celui qui a commencé en vous cette bonne oeuvre la rendra parfaite pour le jour de Jésus Christ.,"Wóor na ma ne, Yàlla mi tàmbali jëf ju baax jii ci yéen, dina ci sax, ba bésu Kirist Yeesu ñëw."
"Il est juste que je pense ainsi de vous tous, parce que je vous porte dans mon coeur, soit dans mes liens, soit dans la défense et la confirmation de l`Évangile, vous qui tous participez à la même grâce que moi.","Te juumuma ci li ma xalaat loolu ci yéen ñépp, ndaxte def naa leen ci sama xol; ba tax fii ci kaso bi, ci taxawal xebaar bu baax bi ak lawal ko, yéen ñépp am ngeen wàll ak man ci yiwu Yàlla."
Car Dieu m`est témoin que je vous chéris tous avec la tendresse de Jésus Christ.,"Ndaxte Yàllaa seede ne, sama xol seey na ci yéen ñépp ci biir cofeelu Kirist Yeesu."
"Et ce que je demande dans mes prières, c`est que votre amour augmente de plus en plus en connaissance et en pleine intelligence","Li ma leen di ñaanal nag mooy lii: na seen mbëggeel di yokku tey gën a tar, jaar ci xam ak xàmmi gu wér;"
"pour le discernement des choses les meilleures, afin que vous soyez purs et irréprochables pour le jour de Christ,","nangeen sax noonu ci yi gën a rafet, ngeen am xol bu laab te bañ a am benn sikk, ba bésu Kirist ñëw;"
"remplis du fruit de justice qui est par Jésus Christ, à la gloire et à la louange de Dieu.","na seen xol meññ njub, ba ne gàññ, jaar ci Yeesu Kirist ci ndamul Yàlla ak cantam."
"Je veux que vous sachiez, frères, que ce qui m`est arrivé a plutôt contribué aux progrès de l`Évangile.","Damaa bëgg, bokk yi, ngeen xam lii: li ma dal taxul xebaar bu baax dellu gannaaw, waaye da koo jëmale kanam."
"En effet, dans tout le prétoire et partout ailleurs, nul n`ignore que c`est pour Christ que je suis dans les liens,","Noonu ñiy wottu buur bi ak ñépp gis nañu bu leer ne, turu Kirist rekk a tax ñu jàpp ma."
"et la plupart des frères dans le Seigneur, encouragés par mes liens, ont plus d`assurance pour annoncer sans crainte la parole.","Te it bokk yu bare takk nañu seeni fit ci li ñu gis samay buum, ba tax ñu gën a ñeme ci wax kàddug Yàlla ci lu àndul ak genn tiit."
"Quelques-uns, il est vrai, prêchent Christ par envie et par esprit de dispute; mais d`autres le prêchent avec des dispositions bienveillantes.","Am na ñuy waare ci turu Kirist ci kaw kiñaan ak xëccoo, waaye ñi ci des ci kaw cofeel ak xol bu laab, ndaxte xam nañu ne, Yàlla moo ma teg fii, ngir ma taxawal xebaar bu baax bi."
"tandis que ceux-là, animés d`un esprit de dispute, annoncent Christ par des motifs qui ne sont pas purs et avec la pensée de me susciter quelque tribulation dans mes liens.","Waaye ñale amuñu xol bu laab, te seen njariñu bopp rekk a tax ñuy yégle turu Kirist, di wut a feddali samay buum ak coono."
"Qu`importe? De toute manière, que ce soit pour l`apparence, que ce soit sincèrement, Christ n`est pas moins annoncé: je m`en réjouis, et je m`en réjouirai encore.","Lu ci génn nag? Xanaa lii rekk: turu Kirist jolli na ci nii mbaa naa, muy ci naaféq, muy ci dëgg; bég naa ci te dinaa ci bégati."
"Car je sais que cela tournera à mon salut, grâce à vos prières et à l`assistance de l`Esprit de Jésus Christ,","Ndaxte xam naa ne, loolu lépp mu ngi jëm ci sama mucc, jaar ci seeni ñaan ak ndimbalu Xelum Yeesu Kirist, mi ma Yàllay yéwénal."
"selon ma ferme attente et mon espérance que je n`aurai honte de rien, mais que, maintenant comme toujours, Christ sera glorifié dans mon corps avec une pleine assurance, soit par ma vie, soit par ma mort;","Ndaxte sama xënte ak sama yaakaar mooy ma bañ a rus ci lenn, waaye sama yaram feeñal ndamu Kirist, ma ànd ci ak kóolute gu mat, su may dund mbaa may dee; moom laa daan def démb, te moom laay def tey."
"car Christ est ma vie, et la mort m`est un gain.","Ndaxte su ma dundee, Kirist laay noyyee, te su ma deeyee, xéewal lay doon ci man."
"Mais s`il est utile pour mon oeuvre que je vive dans la chair, je ne saurais dire ce que je dois préférer.","Su ma Yàlla bàyyee ci àddina, sas wu am njariñ la ci man. Am naa xel ñaar, te xawma bi ci gën. Am naa yéeney jóge fi, fekki Kirist, te looloo gën fuuf,"
mais à cause de vous il est plus nécessaire que je demeure dans la chair.,waaye ma des fi ci àddina moo gën ci yéen.
"Et je suis persuadé, je sais que je demeurerai et que je resterai avec vous tous, pour votre avancement et pour votre joie dans la foi,","Loolu wóor na ma; kon xam naa ne, dinaa fi des, di leen taxawu yéen ñépp, ngir seen ngëm yokku, ànd ak mbég."
"afin que, par mon retour auprès de vous, vous ayez en moi un abondant sujet de vous glorifier en Jésus Christ.","Noonu dinaa dellusi ci yéen, ngir sama taxawaay gën a lawal seen mbég ci Kirist Yeesu."
"Seulement, conduisez-vous d`une manière digne de l`Évangile de Christ, afin que, soit que je vienne vous voir, soit que je reste absent, j`entende dire de vous que vous demeurez fermes dans un même esprit, combattant d`une même âme pour la foi de l`Évangile,","Waaye dénk naa leen lii: na seeni jëf yelloo ak li Kirist digle ci xebaar bu baax bi. Noonu su ma leen seetsee, mbaa ma dégg seen mbir rekk, dinaa xam ne yéena ngi dëgër ci menn xel, bokk benn xalaat ci bëre luy saxal dëggu xebaar bu baax bi,"
"sans vous laisser aucunement effrayer par les adversaires, ce qui est pour eux une preuve de perdition, mais pour vous de salut;","te bañ a tiit dara ndax noon, yi leen di xëbal. Màndarga la muy wone ne aji sànku lañu, di màndarga it ne aji mucc ngeen, di mucc gu jóge ci Yàlla."
"et cela de la part de Dieu, car il vous a été fait la grâce, par rapport à Christ, non seulement de croire en lui, mais encore de souffrir pour lui,","Ndaxte Yàlla may na leen, ngeen gëm Kirist, rax-ca-dolli ngeen sonn ndax turam,"
"en soutenant le même combat que vous m`avez vu soutenir, et que vous apprenez maintenant que je soutiens.","di wéy ci bëre, bi ngeen gisoon ci man, te dégg léegi sama mbir."
"Si donc il y a quelque consolation en Christ, s`il y a quelque soulagement dans la charité, s`il y a quelque union d`esprit, s`il y a quelque compassion et quelque miséricorde,","Su nu Kirist mayee fit nag ak mbëggeel guy dëfël sunu xol, su nu amee cér ci Xel mu Sell mi, su amee cofeel ak yërmande ci sunu bokk ci moom,"
"rendez ma joie parfaite, ayant un même sentiment, un même amour, une même âme, une même pensée.","kon mottalileen sama mbég, ci bokk benn xalaat ak genn mbëggeel, benn bakkan ak menn xel."
"Ne faites rien par esprit de parti ou par vaine gloire, mais que l`humilité vous fasse regarder les autres comme étant au-dessus de vous-mêmes.","Buleen def dara ci kaw wut aw tur walla wonu, waaye jiital-leen seeni moroom cig woyof."
"Que chacun de vous, au lieu de considérer ses propres intérêts, considère aussi ceux des autres.","Buleen yem ci topptoo seen bopp rekk, waaye booleleen ci seeni moroom."
"Ayez en vous les sentiments qui étaient en Jésus Christ,",Te ngeen soloo xel mi nekkoon ci Kirist Yeesu:
"lequel, existant en forme de Dieu, n`a point regardé comme une proie à arracher d`être égal avec Dieu,","Njàlbéen ga fekk na Kirist yor melow Yàlla,waaye aakimowul taxawaayamci li mu mengoo ak Yàlla."
"mais s`est dépouillé lui-même, en prenant une forme de serviteur, en devenant semblable aux hommes; et ayant paru comme un simple homme,","Waaye daa wàcce boppam,ba tollook nit ñi,def boppam surga.Te bi mu yoree bindu nit,"
"il s`est humilié lui-même, se rendant obéissant jusqu`à la mort, même jusqu`à la mort de la croix.","daa suufeel boppam,di dégg ndigal, ba joxe boppam,ñu daaj ko sax ci bant."
"C`est pourquoi aussi Dieu l`a souverainement élevé, et lui a donné le nom qui est au-dessus de tout nom,","Moo tax Yàlla kaweel ko lool,jox ko tur wi tiim yépp,"
"afin qu`au nom de Jésus tout genou fléchisse dans les cieux, sur la terre et sous la terre,","ngir turu Yeesoo tax ñépp sukk,ci asamaan, ci kaw suuf, ci biir suuf;"
